"","X","Id","Title","LocationNormalized","ContractType","ContractTime","Company","Category","SalaryNormalized","SourceName","level"
"359",682,46631474," registered nurses nursing home","Andover","full_time","","","Healthcare & Nursing Jobs",32500,"careworx.co.uk","Mid-Level"
"360",683,46631483," rgns  per hour","UK","full_time","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"361",684,46631489," rgns ","Burntwood","part_time","","","Healthcare & Nursing Jobs",23500,"careworx.co.uk","Mid-Level"
"362",685,46631492," care operations manager","West Midlands","full_time","","","Healthcare & Nursing Jobs",36500,"careworx.co.uk","Senior"
"363",686,46631494," unit manager","Staffordshire","full_time","","","Healthcare & Nursing Jobs",30250,"careworx.co.uk","Senior"
"364",689,46631507," scrub nurses needed for mobile theatres","UK","full_time","","","Healthcare & Nursing Jobs",29500,"careworx.co.uk","Mid-Level"
"365",690,46631510," day surgery ward nurse","UK","full_time","","","Healthcare & Nursing Jobs",29500,"careworx.co.uk","Mid-Level"
"366",691,46631530," lead paediatric nurse","Ashtead","full_time","","","Healthcare & Nursing Jobs",29000,"careworx.co.uk","Senior"
"367",692,46631534," dual qualified nurse","Chester","full_time","","","Healthcare & Nursing Jobs",24100,"careworx.co.uk","Mid-Level"
"368",693,46631536," lead odp ","Ashtead","full_time","","","Healthcare & Nursing Jobs",34500,"careworx.co.uk","Senior"
"369",695,46631545," lead nurse","Watford","full_time","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Senior"
"370",697,46631558," associate dentist ","Stoke-On-Trent","full_time","","","Healthcare & Nursing Jobs",80500,"careworx.co.uk","Mid-Level"
"371",700,46631609," rnld rmn  per hour","Perth","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"372",701,46631627," nursg home manager","Liverpool","full_time","","","Healthcare & Nursing Jobs",42500,"careworx.co.uk","Senior"
"373",703,46631767," sexual health clinic nurse","Ealing","full_time","","","Healthcare & Nursing Jobs",33269,"careworx.co.uk","Mid-Level"
"374",706,46631791," rmn s ","Folkestone","full_time","","","Healthcare & Nursing Jobs",23500,"careworx.co.uk","Mid-Level"
"375",707,46631810," adult care home assistant  ","Kentish Town","full_time","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"376",708,46631813," assistant nurse","Solihull","full_time","","","Healthcare & Nursing Jobs",46000,"careworx.co.uk","Senior"
"377",713,46631972," theatre sister charge nurse","London","full_time","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Mid-Level"
"378",714,46631973," coagulation nurse","London","full_time","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Mid-Level"
"379",718,46632011," sister ","Buxton","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Senior"
"380",720,46632019," rgn","UK","full_time","","","Healthcare & Nursing Jobs",22080,"careworx.co.uk","Mid-Level"
"381",721,46632024," deputy care manager","UK","full_time","","","Healthcare & Nursing Jobs",32500,"careworx.co.uk","Senior"
"382",726,46632042," night sister charger nurse","London","full_time","","","Healthcare & Nursing Jobs",41000,"careworx.co.uk","Mid-Level"
"383",731,46632077," home care","UK","part_time","","","Healthcare & Nursing Jobs",14400,"careworx.co.uk","Mid-Level"
"384",735,46632210," registered nurses hca s ","Taunton","part_time","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"385",737,46632215," ward sister  cardiology","London","full_time","","","Healthcare & Nursing Jobs",39000,"careworx.co.uk","Mid-Level"
"386",739,46632246," rmn secure unit","Taunton","full_time","","","Healthcare & Nursing Jobs",24480,"careworx.co.uk","Mid-Level"
"387",740,46632252," fertility nurse","London","full_time","","","Healthcare & Nursing Jobs",30000,"careworx.co.uk","Mid-Level"
"388",745,46632297," telephone triage nurse","Watford","part_time","","","Healthcare & Nursing Jobs",30000,"careworx.co.uk","Mid-Level"
"389",747,46632301," mobile theatre scrub nurse","UK","full_time","","","Healthcare & Nursing Jobs",29000,"careworx.co.uk","Mid-Level"
"390",751,46632448," charge nurse","Kent","full_time","","","Healthcare & Nursing Jobs",31500,"careworx.co.uk","Mid-Level"
"391",755,46632524," rgn or rmn nurse","Shipton-Under-Wychwood","full_time","","","Healthcare & Nursing Jobs",24480,"careworx.co.uk","Mid-Level"
"392",758,46632629," agency healthcare assistants  and surrounding areas","Ormskirk","","","","Healthcare & Nursing Jobs",18240,"careworx.co.uk","Senior"
"393",760,46632685," support workers   supported living services","Potters Bar","part_time","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"394",761,46632686," project workers   supported living services","Potters Bar","part_time","","","Healthcare & Nursing Jobs",17280,"careworx.co.uk","Mid-Level"
"395",762,46632695," support workers  mental health supported living","Ilford","part_time","","","Healthcare & Nursing Jobs",19000,"careworx.co.uk","Senior"
"396",765,46632731," clinical lead deputy manager","UK","full_time","","","Healthcare & Nursing Jobs",37500,"careworx.co.uk","Senior"
"397",766,46632734," home administrator","UK","full_time","","","Healthcare & Nursing Jobs",14000,"careworx.co.uk","Mid-Level"
"398",767,46632735," idts staffnurse band 5","Milton Keynes","full_time","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Mid-Level"
"399",769,46632761," rmn rgn for emi nursing home","Cardigan","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"400",776,46632801," rgn registered manager","Bournemouth","full_time","","","Healthcare & Nursing Jobs",46000,"careworx.co.uk","Senior"
"401",782,46632834," sexual health nurse","Liverpool","part_time","","","Healthcare & Nursing Jobs",30263,"careworx.co.uk","Mid-Level"
"402",784,46632856," rgn rmn campbeltown bute","Campbeltown","full_time","","","Healthcare & Nursing Jobs",22080,"careworx.co.uk","Mid-Level"
"403",785,46632860," rgn rmn rnld ","Aberdeenshire","full_time","","","Healthcare & Nursing Jobs",24960,"careworx.co.uk","Mid-Level"
"404",787,46632875," homecare consultant","Southwark","full_time","","","Healthcare & Nursing Jobs",21500,"careworx.co.uk","Mid-Level"
"405",802,46633099," orthopaedic scrub nurse","Cambridge","full_time","","","Healthcare & Nursing Jobs",26000,"careworx.co.uk","Mid-Level"
"406",810,46633188," rgn henley on thames","Henley-On-Thames","full_time","","","Healthcare & Nursing Jobs",25400,"careworx.co.uk","Mid-Level"
"407",815,46633254," regional manager","Leeds","full_time","","","Healthcare & Nursing Jobs",47500,"careworx.co.uk","Senior"
"408",818,46633272," night rgn  ","Christchurch","full_time","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Mid-Level"
"409",820,46633300," residential care home manager","UK","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Senior"
"410",822,46633319," night rgn staff nurse","Winchester","full_time","","","Healthcare & Nursing Jobs",29250,"careworx.co.uk","Mid-Level"
"411",825,46633351," experienced staff nurse","Gosport","full_time","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Senior"
"412",828,46633375," live in care worker","Exeter","part_time","","","Healthcare & Nursing Jobs",20400,"careworx.co.uk","Mid-Level"
"413",831,46633385," healthcare assistants required ","UK","part_time","","","Healthcare & Nursing Jobs",12960,"careworx.co.uk","Mid-Level"
"414",839,46633434," staff nurses  ph","Devizes","full_time","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Mid-Level"
"415",841,46633488," adult care assistant","Ottershaw","part_time","","","Healthcare & Nursing Jobs",14880,"careworx.co.uk","Mid-Level"
"416",843,46633492," residential support workers","Woking","part_time","","","Healthcare & Nursing Jobs",16320,"careworx.co.uk","Mid-Level"
"417",844,46633493," rgn s days nights ","Crewe","","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"418",847,46633539," residential elderly care home manager","Birmingham","","","","Healthcare & Nursing Jobs",25500,"careworx.co.uk","Senior"
"419",848,46633540," bank care workers","Weymouth","","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"420",849,46633542," weekend care workers","UK","part_time","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"421",853,46633573," rmn rnld  per hour","Perth","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"422",855,46633588," rgn nights with critical care background ","Fareham","full_time","","","Healthcare & Nursing Jobs",29550,"careworx.co.uk","Senior"
"423",856,46633606," area manager","Cheshire","","","","Healthcare & Nursing Jobs",42500,"careworx.co.uk","Senior"
"424",862,46633623," orthopaedic theatre sistercharge nurse","London","","","","Healthcare & Nursing Jobs",38000,"careworx.co.uk","Mid-Level"
"425",863,46633624," enteye scrub theatre nurse","Northampton","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"426",865,46633649," theatre scrub nurse","UK","full_time","","","Healthcare & Nursing Jobs",31500,"careworx.co.uk","Mid-Level"
"427",866,46633661," theatre nurses ","Manchester","full_time","","","Healthcare & Nursing Jobs",29000,"careworx.co.uk","Mid-Level"
"428",867,46633669," qualified children social worker","Cornwall","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"429",873,46633732," iv therapy nurse","Surrey","full_time","","","Healthcare & Nursing Jobs",26000,"careworx.co.uk","Mid-Level"
"430",874,46633748," miu nurse","Portsmouth","full_time","","","Healthcare & Nursing Jobs",36500,"careworx.co.uk","Mid-Level"
"431",877,46633767," rgn nights wednesbury ph","Walsall","full_time","","","Healthcare & Nursing Jobs",26000,"careworx.co.uk","Mid-Level"
"432",882,46633802," domiciliary care admin support ","UK","full_time","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"433",883,46633805," complex care paediatric nurses ","London","full_time","","","Healthcare & Nursing Jobs",32000,"careworx.co.uk","Mid-Level"
"434",884,46633806," rgn  nights","Poole","full_time","","","Healthcare & Nursing Jobs",24960,"careworx.co.uk","Mid-Level"
"435",885,46633809," general managers","London","full_time","","","Healthcare & Nursing Jobs",60000,"careworx.co.uk","Senior"
"436",886,46633829," commissioning manager","South West London","","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Senior"
"437",888,46633840," mental health nurse","Perth","","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"438",889,46633841," rmn unit manager","Workington","","","","Healthcare & Nursing Jobs",26880,"careworx.co.uk","Senior"
"439",893,46633852," sister","Buxton","","","","Healthcare & Nursing Jobs",23520,"careworx.co.uk","Senior"
"440",897,46633872," part time night nurse","Crewe","","","","Healthcare & Nursing Jobs",14500,"careworx.co.uk","Mid-Level"
"441",898,46633883," supervising social worker","Cornwall","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"442",899,46633885," assisted living manager","Cheadle","full_time","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Senior"
"443",900,46633886," rgn or rmn home manager","Derby","full_time","","","Healthcare & Nursing Jobs",34500,"careworx.co.uk","Senior"
"444",904,46633925," rgn  burscough st helens ormskirk standish","Skelmersdale","","","","Healthcare & Nursing Jobs",30528,"careworx.co.uk","Mid-Level"
"445",905,46633926," rmn  burscough st helens ormskirk standish","Skelmersdale","","","","Healthcare & Nursing Jobs",30528,"careworx.co.uk","Mid-Level"
"446",906,46633944," family practitioner  ","East London","full_time","","","Healthcare & Nursing Jobs",30720,"careworx.co.uk","Mid-Level"
"447",907,46633946," rgn band 5 theatre nurses ","Nottingham","full_time","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"448",908,46633972," rgn nights  ","South Shields","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"449",910,46633998," mobility therapists ","London","full_time","","","Healthcare & Nursing Jobs",33173,"careworx.co.uk","Mid-Level"
"450",911,46634003," service manager","Leeds","full_time","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Senior"
"451",913,46634013," care assistant  to ph plus generous mileage","Solihull","part_time","","","Healthcare & Nursing Jobs",15408,"careworx.co.uk","Mid-Level"
"452",920,46634040," peripatetic relief manager","London","full_time","","","Healthcare & Nursing Jobs",55500,"careworx.co.uk","Senior"
"453",922,46634045," rmnrnld","Cardiff","","","","Healthcare & Nursing Jobs",25575,"careworx.co.uk","Mid-Level"
"454",925,46634049," rmn staff nurse","Taunton","","","","Healthcare & Nursing Jobs",25000,"careworx.co.uk","Mid-Level"
"455",928,46634058," practitioner","North West London","","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Senior"
"456",930,46634060," social workers","North London","","","","Healthcare & Nursing Jobs",41280,"careworx.co.uk","Mid-Level"
"457",931,46634065," care assistant winkfield","Bracknell","part_time","","","Healthcare & Nursing Jobs",14256,"careworx.co.uk","Mid-Level"
"458",932,46634068," care leader ","Salisbury","","","","Healthcare & Nursing Jobs",19266,"careworx.co.uk","Senior"
"459",933,46634069," care team leaders in  area","Gravesend","part_time","","","Healthcare & Nursing Jobs",19200,"careworx.co.uk","Senior"
"460",935,46634073," head of care","Oxfordshire","","","","Healthcare & Nursing Jobs",21500,"careworx.co.uk","Senior"
"461",936,46634077," residential care support worker","UK","full_time","","","Healthcare & Nursing Jobs",13708,"careworx.co.uk","Mid-Level"
"462",941,46634109," care assistants needed in ","Clacton-On-Sea","part_time","","","Healthcare & Nursing Jobs",15840,"careworx.co.uk","Mid-Level"
"463",942,46634113," adult support workercranleigh","Cranleigh","part_time","","","Healthcare & Nursing Jobs",17280,"careworx.co.uk","Mid-Level"
"464",943,46634115," rmn s band 5 experienced and newly qualified","Colchester","part_time","","","Healthcare & Nursing Jobs",38400,"careworx.co.uk","Mid-Level"
"465",945,46634165," theatre practitioner","Stoke-On-Trent","","","","Healthcare & Nursing Jobs",24300,"careworx.co.uk","Mid-Level"
"466",948,46634212," prison pharmacy technician ","London","full_time","","","Healthcare & Nursing Jobs",35520,"careworx.co.uk","Mid-Level"
"467",949,46634213," prison pharmacist ","London","full_time","","","Healthcare & Nursing Jobs",53760,"careworx.co.uk","Mid-Level"
"468",951,46634286," outreach support worker","UK","","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"469",955,46634346," registered care managers fixed term contracts","Somerset","","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Senior"
"470",957,46634350," adult residential support worker","Somerset","","","","Healthcare & Nursing Jobs",17280,"careworx.co.uk","Mid-Level"
"471",958,46634351," care assistant","Gloucestershire","","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"472",959,46634354," staff nurses","Devizes","","","","Healthcare & Nursing Jobs",25000,"careworx.co.uk","Mid-Level"
"473",961,46634363," interim group pharmacy manager","UK","part_time","","","Healthcare & Nursing Jobs",50000,"careworx.co.uk","Senior"
"474",963,46634379," registered nursing home manager","Oxfordshire","","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Senior"
"475",964,46634388," children social worker","Barnstaple","","","","Healthcare & Nursing Jobs",53760,"careworx.co.uk","Mid-Level"
"476",965,46634410," carer for days and nights  ","Great Missenden","full_time","","","Healthcare & Nursing Jobs",14880,"careworx.co.uk","Senior"
"477",970,46634422," hdu nurse","Manchester","full_time","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Mid-Level"
"478",971,46634423," clinical lead rmnrnld ","Bromley","full_time","","","Healthcare & Nursing Jobs",39500,"careworx.co.uk","Senior"
"479",973,46634428," head of corporate parenting   ","South West London","full_time","","","Healthcare & Nursing Jobs",72000,"careworx.co.uk","Senior"
"480",974,46634439," care consultant","UK","full_time","","","Healthcare & Nursing Jobs",20000,"careworx.co.uk","Senior"
"481",976,46634507," regional general manager","North West England","","","","Healthcare & Nursing Jobs",60000,"careworx.co.uk","Senior"
"482",979,46634542," ward sister","Cowley","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"483",980,46634544," team leader","Gloucestershire","full_time","","","Healthcare & Nursing Jobs",18000,"careworx.co.uk","Senior"
"484",982,46634562," regional business manager","London","full_time","","","Healthcare & Nursing Jobs",37500,"careworx.co.uk","Senior"
"485",985,46634622," care assistant rickmansworth","Hemel Hempstead","part_time","","","Healthcare & Nursing Jobs",14400,"careworx.co.uk","Mid-Level"
"486",986,46634623," care assistant needed in ","Bedford","part_time","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"487",987,46634627," cwd practice development team manager","London","part_time","","","Healthcare & Nursing Jobs",57600,"careworx.co.uk","Senior"
"488",990,46634673," assistant team manager","Wales","full_time","","","Healthcare & Nursing Jobs",46080,"careworx.co.uk","Senior"
"489",992,46634680," fostering social worker","Llandaff North","full_time","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Mid-Level"
"490",993,46634681," night care worker","Exeter","part_time","","","Healthcare & Nursing Jobs",18624,"careworx.co.uk","Mid-Level"
"491",994,46634684," night staff care worker","Honiton","part_time","","","Healthcare & Nursing Jobs",18624,"careworx.co.uk","Mid-Level"
"492",995,46634703," carer recruitment manager","UK","full_time","","","Healthcare & Nursing Jobs",42500,"careworx.co.uk","Senior"
"493",996,46634724," family court advisor","Surrey","full_time","","","Healthcare & Nursing Jobs",49920,"careworx.co.uk","Mid-Level"
"494",1003,46634754," vq assessor home based","North West England","full_time","","","Healthcare & Nursing Jobs",22000,"careworx.co.uk","Mid-Level"
"495",1004,46634767," rmn  days ph","Chesterfield","full_time","","","Healthcare & Nursing Jobs",22932,"careworx.co.uk","Mid-Level"
"496",1010,46634808," occupational therapist","East Midlands","full_time","","","Healthcare & Nursing Jobs",54720,"careworx.co.uk","Mid-Level"
"497",1011,46634811," livein care worker","Harrow","full_time","","","Healthcare & Nursing Jobs",20400,"careworx.co.uk","Mid-Level"
"498",1016,46634853," mental health social worker","South West London","part_time","","","Healthcare & Nursing Jobs",46080,"careworx.co.uk","Mid-Level"
"499",1019,46634880," elderly care home assistant ","Folkestone","part_time","","","Healthcare & Nursing Jobs",19200,"careworx.co.uk","Mid-Level"
"500",1025,46634916," rgn rmn  per annum","Preston","full_time","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Mid-Level"
"501",1026,46634921," policy officer ","South West London","full_time","","","Healthcare & Nursing Jobs",43200,"careworx.co.uk","Mid-Level"
"502",1027,46634922," rmn nights  ","North Shields","full_time","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"503",1029,46634927," rgn night nurse","Dewsbury","full_time","","","Healthcare & Nursing Jobs",26500,"careworx.co.uk","Mid-Level"
"504",1032,46634969," commissioning home manager","UK","full_time","","","Healthcare & Nursing Jobs",39000,"careworx.co.uk","Senior"
"505",1036,46634980," strategic commissioning manager","North West London","full_time","","","Healthcare & Nursing Jobs",33600,"careworx.co.uk","Senior"
"506",1037,46634981," residential manager","Bridgwater","full_time","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Senior"
"507",1040,46635014," childrens social worker","Reigate","full_time","","","Healthcare & Nursing Jobs",46080,"careworx.co.uk","Mid-Level"
"508",1041,46635017," practitioner  permanency","Colchester","full_time","","","Healthcare & Nursing Jobs",51840,"careworx.co.uk","Senior"
"509",1045,46635072," carer ","Ashford","part_time","","","Healthcare & Nursing Jobs",15648,"careworx.co.uk","Mid-Level"
"510",1046,46635087," clinical lead","UK","full_time","","","Healthcare & Nursing Jobs",29500,"careworx.co.uk","Senior"
"511",1048,46635114," home care manager","Solihull","full_time","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Senior"
"512",1051,46635135," speech language therapist term time","Bromley","full_time","","","Healthcare & Nursing Jobs",30000,"careworx.co.uk","Mid-Level"
"513",1052,46635141," clinical lead rgn or rmn ","Sunderland","full_time","","","Healthcare & Nursing Jobs",31680,"careworx.co.uk","Senior"
"514",1054,46635172," community care assistant ","Exeter","part_time","","","Healthcare & Nursing Jobs",18624,"careworx.co.uk","Mid-Level"
"515",1059,46635198," practitioner  referral assessment","UK","full_time","","","Healthcare & Nursing Jobs",60480,"careworx.co.uk","Senior"
"516",1061,46635204," odp orthopaedics ","UK","full_time","","","Healthcare & Nursing Jobs",31000,"careworx.co.uk","Mid-Level"
"517",1066,46635224," rgn home manager","Altrincham","full_time","","","Healthcare & Nursing Jobs",41000,"careworx.co.uk","Senior"
"518",1068,46635245," rgn nights  on ","Stoke-On-Trent","full_time","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"519",1072,46635276," adults social worker","UK","full_time","","","Healthcare & Nursing Jobs",41280,"careworx.co.uk","Senior"
"520",1073,46635287," team manager","UK","full_time","","","Healthcare & Nursing Jobs",60480,"careworx.co.uk","Senior"
"521",1074,46635292," odp theatre nurse","Ashford","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"522",1077,46635314," residential home manager","Maidstone","full_time","","","Healthcare & Nursing Jobs",34000,"careworx.co.uk","Senior"
"523",1078,46635322," peripatetic rgn","UK","full_time","","","Healthcare & Nursing Jobs",28800,"careworx.co.uk","Mid-Level"
"524",1084,46635359," part time nurse","Droitwich","full_time","","","Healthcare & Nursing Jobs",21000,"careworx.co.uk","Mid-Level"
"525",1085,46635382," community care assistant  on  and surrounding areas","Burton-On-Trent","part_time","","","Healthcare & Nursing Jobs",15360,"careworx.co.uk","Mid-Level"
"526",1086,46635409," open day for care assistant in ","Canterbury","part_time","","","Healthcare & Nursing Jobs",16320,"careworx.co.uk","Mid-Level"
"527",1089,46635471," supported living car home manager","Birmingham","full_time","","","Healthcare & Nursing Jobs",37500,"careworx.co.uk","Senior"
"528",1094,46635529," occupational therapist adults social services","Manchester","","","","Healthcare & Nursing Jobs",42240,"careworx.co.uk","Mid-Level"
"529",1095,46635555," dental nurse","UK","part_time","","","Healthcare & Nursing Jobs",10500,"careworx.co.uk","Mid-Level"
"530",1096,46635557," occupational health advisor","The City","full_time","","","Healthcare & Nursing Jobs",38000,"careworx.co.uk","Mid-Level"
"531",1097,46635575," interim team manager","Wales","full_time","","","Healthcare & Nursing Jobs",61440,"careworx.co.uk","Senior"
"532",1099,46635579," clinical lead  large nursing home","Sunderland","full_time","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Senior"
"533",1101,46635603," pharmacist","Sudbury","full_time","","","Healthcare & Nursing Jobs",35000,"careworx.co.uk","Mid-Level"
"534",1102,46635605," practice nurse","The City","","","","Healthcare & Nursing Jobs",34500,"careworx.co.uk","Mid-Level"
"535",1104,46635619," locum dental nurses required whitley bay area","Tyne & Wear","","","","Healthcare & Nursing Jobs",19200,"careworx.co.uk","Mid-Level"
"536",1106,46635630," deputy care home manager","Darlington","","","","Healthcare & Nursing Jobs",27840,"careworx.co.uk","Senior"
"537",1107,46635631," rgn s required ","UK","full_time","","","Healthcare & Nursing Jobs",29952,"careworx.co.uk","Mid-Level"
"538",1108,46635638," rgn rmn  ph","Darlington","","","","Healthcare & Nursing Jobs",24960,"careworx.co.uk","Mid-Level"
"539",1111,46635660," odp anaesthetics and recovery","Liverpool","","","","Healthcare & Nursing Jobs",25500,"careworx.co.uk","Mid-Level"
"540",1112,46635664," odp mobile theatres","UK","","","","Healthcare & Nursing Jobs",29000,"careworx.co.uk","Mid-Level"
"541",1113,46635665," odp","Berkshire","","","","Healthcare & Nursing Jobs",28000,"careworx.co.uk","Mid-Level"
"542",1117,46635679," rgn rmn  up to","Harrogate","","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"543",1119,46635697," rgn stockton on  per hour","Stockton-On-Tees","","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"544",1120,46635735," regional registered nurse","Staffordshire","full_time","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"545",1122,46635743," rgn deputy bakewell ph","Derbyshire","","","","Healthcare & Nursing Jobs",24336,"careworx.co.uk","Mid-Level"
"546",1123,46635755," care assistant days or nights","Histon","part_time","","","Healthcare & Nursing Jobs",12902,"careworx.co.uk","Mid-Level"
"547",1124,46635757," rgn deputy  ph","Nottingham","","","","Healthcare & Nursing Jobs",27560,"careworx.co.uk","Mid-Level"
"548",1125,46635759," rmn deputy  ph","Nottingham","","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"549",1129,46635813," recovery itu team lead manager","North West London","","","","Healthcare & Nursing Jobs",43728,"careworx.co.uk","Senior"
"550",1130,46635820," regional head of clinical services","London","","","","Healthcare & Nursing Jobs",42500,"careworx.co.uk","Senior"
"551",1135,46635855," palliative care unit manager","Hammersmith","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Senior"
"552",1136,46635856,"","Portsmouth","full_time","","","Healthcare & Nursing Jobs",40000,"careworx.co.uk","Mid-Level"
"553",1141,46635908," staff nurses ","Leicester","","","","Healthcare & Nursing Jobs",20000,"careworx.co.uk","Mid-Level"
"554",1143,46635911," rgn staff nurses for nursing home ","UK","","","","Healthcare & Nursing Jobs",23952,"careworx.co.uk","Mid-Level"
"555",1144,46635914," independent reviewing officer","Wales","","","","Healthcare & Nursing Jobs",60480,"careworx.co.uk","Mid-Level"
"556",1151,46636002," odpscrub recovery nurse","Caterham","full_time","","","Healthcare & Nursing Jobs",31000,"careworx.co.uk","Mid-Level"
"557",1154,46636016," registered nurses ","Worcester","full_time","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"558",1156,46636018," care coordinator domiciliary care","Guisborough","","","","Healthcare & Nursing Jobs",17500,"careworx.co.uk","Mid-Level"
"559",1166,46636074," lead endoscopy nurse","Romford","full_time","","","Healthcare & Nursing Jobs",35000,"careworx.co.uk","Senior"
"560",1168,46636081," looking to relocate clinical lead rmn","UK","","","","Healthcare & Nursing Jobs",30000,"careworx.co.uk","Senior"
"561",1176,46636136," part time rgn  per hour","Huyton","","","","Healthcare & Nursing Jobs",21120,"careworx.co.uk","Mid-Level"
"562",1177,46636167," operations director","UK","full_time","","","Healthcare & Nursing Jobs",77500,"careworx.co.uk","Mid-Level"
"563",1180,46636198," rgn nights ph ","Shrewsbury","","","","Healthcare & Nursing Jobs",22464,"careworx.co.uk","Mid-Level"
"564",1183,46636214," theatre nurse","Cambridge","full_time","","","Healthcare & Nursing Jobs",27000,"careworx.co.uk","Mid-Level"
"565",1184,46636218," sterile supplies dep t lead","Cambridge","full_time","","","Healthcare & Nursing Jobs",22500,"careworx.co.uk","Senior"
"566",1186,46636224," rmn bank ","Macclesfield","","","","Healthcare & Nursing Jobs",23491,"careworx.co.uk","Mid-Level"
"567",1191,46636257," rgn   ","Thirsk","","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"568",1193,46636280," rmn dementia unit","York","","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"569",1194,46636284," rgn staff nurses ","UK","","","","Healthcare & Nursing Jobs",22500,"careworx.co.uk","Mid-Level"
"570",1203,46636333," rmn or rnld","East Sussex","","","","Healthcare & Nursing Jobs",25000,"careworx.co.uk","Mid-Level"
"571",1204,46636335," odptheatre nurse","Edinburgh","","","","Healthcare & Nursing Jobs",25500,"careworx.co.uk","Mid-Level"
"572",1223,46636469," rgn  days ph","Stockport","","","","Healthcare & Nursing Jobs",14586,"careworx.co.uk","Mid-Level"
"573",1227,46636485," scrub nursetheatre practitioner","West Yorkshire","","","","Healthcare & Nursing Jobs",24500,"careworx.co.uk","Mid-Level"
"574",1229,46636502," care home nurse","Birmingham","","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"575",1236,46636580," hygienist","Cambridge","","","","Healthcare & Nursing Jobs",18500,"careworx.co.uk","Mid-Level"
"576",1237,46636584," registered nurses","Worcester","","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"577",1250,46636736," clinical lead rmn","Arbroath","","","","Healthcare & Nursing Jobs",26000,"careworx.co.uk","Senior"
"578",1254,46636754," rgnrmn nurse","Shrewsbury","","","","Healthcare & Nursing Jobs",24440,"careworx.co.uk","Mid-Level"
