Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
69688289,Commercial Vehicle / Trailer Technician,Commercial Vehicle / trailer technician wanted for general service and repairs. Class 1 HGV licence preferred. **** per hour plus overtime Saturday mornings at time and a half. Contact Jon or Richard **** ****,Hull,Hull,,permanent,Danby Engineers Ltd,Engineering Jobs,20 800:00 + overtime,20800,jobsite.co.uk
69688290,Employment Advisor,"Our client based in Bristol is seeking an experienced Employment Advisor to join their government funded organisation on a permanent basis. The successful candidate will work with candidates on various Welfare to Work contracts and assist management of the Employment Training Services. You will be responsible for duties such as: Maintaining a caseload of candidates and carrying out **** on 1 action planning meetings and assessments to identify individual challenges and barriers Working closely with the Employer Solutions Team Advisors to create a cohesive approach in assisting candidates to gain employment. Providing inspiration and motivation to candidates to achieve their full potential and get them back into sustainable employment  providing ongoing assistance and support for entering the work place.  Monitoring personal performance Ideally you you will possess: Experience within a similar role The ability to undertake research and solve problems Possess an understanding and commitment to promoting equality and diversity to all candidates. An adaptable and flexible work ethic Be target driven and performance focussed Exceptional communication and diplomacy skills Pay rate of ****k Gap personnel acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. Please send your CV in the first instance; unfortunately we are only able to contact short listed candidates due to the huge number of CVs we receive. If you have not heard from a consultant in the next five days it means that unfortunately, you have not been successful on this occasion. Please reapply for any other suitable roles in the future",Bristol,Bristol,,permanent,Gap   Temple Quay,HR & Recruitment Jobs,"18,000 to 20,000",19000,jobsite.co.uk
69688292,Hospitality / Team Leading Apprenticeship Assessor,"Qualified Apprenticeship Assessor / Hospitality (All Rounder) / Team Leading Salary: ****  **** per annum  Company Vehicle, Healthcare, Pension and Equipment Our client, a successful Training Provider who specialises in the Hospitality and Catering sector, is currently looking for Qualified Hospitality / Team Leading Apprenticeship Assessor to join their team in Hertfordshire. The successful candidate will be homebased and responsible for the training, assessment and support of a caseload of learners undertaking QCF / Apprenticeships in Hospitality (All Rounder) and Team Leading, and to ensure the timely and accurate delivery of the qualifications in line with company procedures. The successful candidate will hold an Assessing qualification A**** D****/D**** and hold relevant experience within the Hospitality industry (Front and Back of House). Must have held a supervisory / management role. A driving licence is essential. Our client offers an excellent package including: 25 days holiday, Company Vehicle, Mileage, Healthcare, Pension and Equipment.",Hertfordshire,Hertfordshire,,permanent,KM Education Recruitment Limited,HR & Recruitment Jobs,"18,500 + 20,000",19250,jobsite.co.uk
69688294,Assistant Restaurant Manager,"Hays specialist recruitment are working in partnership with a young and vibrant hotel group in Cornwall, to source an F B supervisor/ Assistant Restaurant Manager. This stunning hotel is chic, trendy and aimed at appealing to the hip London folk. It has beautiful views overlooking the sea, which would not look out of place on the front of a postcard, and phenomenal service, which accelerates the growing profile of this property. This role will be concentrating predominantly on the restaurant service; ensuring high standards and customer satisfaction are maintained. Working closely with the F B manager, your responsibilities will be to oversee the operational running of the restaurant with additional supervisory responsibilities. This will include staff supervision, customer service and some back of house responsibilities. You will be currently working at a similar level, able to bring experience and knowledge into a young team. You will be an enthusiastic individual with ambition to develop your career, who has a positive outlook towards providing exceptional customer service. In addition to this you must have a good eye for detail and a natural ability to deal with people well. Candidates **** star, rosetted background are preferred. For your commitment to the job you will be rewarded with a salary that befits the importance of the role. In addition to this the hotel can provide live in accommodation if you wish to relocate and career development opportunities within the whole company.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T C s, Privacy Policy and Disclaimers which can be found at hays.co.uk",Cornwall,Cornwall,,permanent,Hays Devon Cornwall,Travel Jobs,16000.00 - 20000.00 pa,18000,jobsite.co.uk
69688295,Lead IT Technician,"A lead IT Technician is required to join a fantastic organisation located in Exeter. Working within a busy IT department, the appointed candidate will be responsible for providing a support and repair service for all hardware (desktop, laptop mobile devices) across my clients network of offices. Reporting to the Systems Manager, the successful candidate will also assist in the selection of standard equipment purchasing lines, configuring and managing machine images and will take responsibility for maintaining the stock of relevant hardware. Candidates interested in the role must hold experience with the following technologies / areas of IT: Active Directory  Basic Networking  Microsoft Windows XP, **** and ****  Windows Server ****/****R**** Desktop Imaging and Sysprep  Experience of working with multivendor hardware at a component level. Candidates will need to be flexible team players, able to work well under pressure and hold proven experience within a similar role. Applicants will need a driving license and access to their own vehicle as they will be required to travel to satellite offices when required. This position is ideal for a strong 1st line support technician looking to forward their career within a wellestablished firm. My client is looking to offer a basic salary of **** plus extensive employee benefits. IT Support, IT Technician, IT Administrator, IT, Exeter, Crediton, Torquay, Newton Abbot, Honiton, Devon","Exeter, Devon, Exmouth, Torquay, Crediton",UK,,permanent,Cathedral Appointments Ltd,IT Jobs,"20,000",20000,jobsite.co.uk
69688296, Supply Chain Imports Coordinator ,"Supply Chain Imports Coordinator Manchester ****  Benefits Role Profile This International Manufacturing Distribution business based in Manchester are looking to appoint a Supply Chain Imports Coordinator to support their growing UK operations. The successful candidate would work as part of the Purchasing Team reporting to the Purchasing Team Leader. The role is largely administrative and requires the person to be highly organised and computer literate As a significant proportion of the companys raw materials are imported, this role specifically requires that all import transactions are completed correctly and that our customs obligations are fulfilled. Skills Experience The candidate should be highly organised and be able to work off own initiative. Able to handle repetitive day to day work whilst managing long term project work. Must be a commercially astute, analytical thinker able to manage and interpret data from different sources in their decision making process. The candidate must have solid relationship building and communication skills as they will regularly be communicating with contacts who do not have English as their first language. Be highly computer literate Experience of liaising with freight forwarders and customs authorities is essential. They will also be able to liaise confidently with HMRC with any queries, and during HMRC audits. Experience of import operations and documentation is necessary, along with the associated administration, filing and record keeping of this documentation. Experience in coordinating import shipments to ensure deliveries are completed, managed and followed up is essential, therefore it would be beneficial to have had experience of coordinating the arrival of goods to factory gate via liaison with the Production Team. Client Information Our client is an International Manufacturing Distribution business based in Manchester. Remuneration c****  Benefits About Cast UK Cast UK is a leading executive consultancy, providing national recruitment solutions to both clients and candidates. Specialising in Procurement, Supply Chain, and Logistics, each member of our specialist team has a professional background specific to their recruiting sector. With this unique insight and knowledge, our consultants are able to place individuals from trainee through to main board. For more information on Cast UK and a complete list of all of our current vacancies, please visit URL removed",Manchester,Manchester,,permanent,Cast UK Limited,Logistics & Warehouse Jobs,18k - 20k pa + Benefits,19000,jobsite.co.uk
69688297,Graduate / Trainee Recruitment Consultants Start within a WEEK,"Graduate/Trainee Recruitment Consultants Start within a WEEK London, UK Salary ****k  commission (****k first year OTE) The Company We are currently looking for a number of graduate/trainee recruitment consultants to work for a world leading recruitment agency which specialises in IT recruitment. Our Client will provide you with the training and support you need to become a market leading expert as well as being hugely rewarded for your success both financially as well as with the chance to apply for annual, quarterly, monthly and weekly incentives The Role What to expect as a graduate/trainee recruitment consultant: ****; Fast paced energetic sales environment that offers the ability to earn money quickly and progress in your career through fast track program ****; You will work in an office environment and on phones dealing with candidates and clients on a daily basis ****; Cold calling to win new business ****; Writing adverts ****; Screening CV s ****; Interviewing candidates ****; Negotiating terms of business ****; Maintain successful client relationships ****; Hitting targets/earning commission and celebrating your success each month The Candidate Looking for money motivated graduates with strong academic background who is confident, competitive, articulate, gregarious demonstrated through sports/drama/work experience. Only considering candidates who have given some serious thought into their career and have researched the recruitment market",SW1Y,Haymarket,,permanent,SW6 Associates Limited,Graduate Jobs,20k + commission,20000,jobsite.co.uk
69688298,Credit Controller,"Credit Controller  Lincoln A reputable and growing organisation in Lincoln is looking to recruit an experience Credit Controller. Working in a fast paced and target driven team your duties will be:  have ownership of a portfolio of live accounts  monitor your customer base to influence payment stream and reduce credit risk  collection of overdue accounts by telephone/letter/email  working with other departments to provide an absolute service to the customer whilst managing debt control  investigate and resolve customer queries and disputes, raising credits and amendments to the customers account  reconciliation of debtors ledgers  maintenance and review of credit limits  identify ineffective processes and recommend new initiatives  monthly debt reporting to internal departments and external customers  adhoc duties The successful applicant will have a solid background in sales ledger and credit control, coupled with 1st class customer services. In return you will be offered a competitive salary (in line with experience) and a benefits package.",Lincoln,Lincoln,,permanent,Lincoln 01522 522101 Grimsby 01472 241019,Accounting & Finance Jobs,16k.00 - 20k.00 pa + bens,18000,jobsite.co.uk
69688299,Accounts Assistant / Credit Controller,"Our client, a successful local business, is seeking an Accounts Assistant. The roles purpose is to ensure the smooth running of the credit control and sales ledger function within the accounts department. Other aspects of the role include bank reconciliations, expenses, reports, invoice discounting as well as other adhoc duties.",Leicester,Leicester,,permanent,Paul Mitchell Associates,Accounting & Finance Jobs,17k - 20k pa,18500,jobsite.co.uk
69688300,Business Administration Assessor,"Business Administration Assessor Field Based Role Covering Lancashire and Greater Manchester (Bury, Bolton, Blackburn, Accrington, Rochdale, Oldham, Heywood etc) Up to **** basic to start Fantastic Package including, Company Car 8% employer contribution to Pension after ****2 months Health Care Full Uniform Provided Laptop Mobile Team Jollies This could be your most exciting career move yet working for a stable company, with a great reputation within the local community, who look after and value their staff and learners. Have you had previous experience of assessor Business Administration ? Do you hold a teaching qualification CertEd/PGCE/DTLLS? And hold at an A1 qualification or equivalent? If so, read on Our Client has asked us to look for a suitably qualified, top performing, creative and innovative Business Administration Assessor to join their first class team. You will be professional, motivated and committed to the development of your learners. The Business Administration Assessor/Training CoOrdinator will be passionate about their job and strive to be the best, however have a downtoearth personality, with the ability to connect with people from varied backgrounds and beliefs. This role is field based everyday will be varied, exciting and rewarding as you will be assessing in various situations and environments. Therefore you should be adaptable, flexible and focused to help your learners achieve their NVQ in Business Administration. There is a small possibility this role will include working out of standard **** hours and candidates should be aware of this. To apply for Business Administration Assessor, send your CV to Tina Lacey / Liz Chadwick  R**** Welfare and Skills. We have a fantastic reputation and relationship with our client, and can guide and advise you through the recruitment process to give you the best shot at securing the position.",BB2 1LH,Ramsgreave,,permanent,R3 Resourcing,HR & Recruitment Jobs,GBP20000.00 - GBP21000.00 per annum,20500,jobsite.co.uk
69688303,Residential Conveyancing Assistant,"Specialist conveyancing firm is looking to recruit an additional assistant conveyancer to join their expanding conveyancing team in Lincolnshire. You will be expected to share a caseload of circa **** sales and purchase files. You will be responsiible for liaising with clients, taking instructions, liaising with third parties including solicitors and mortgage brokers. You will also be responsible for liaising with the land registry. You must have at least six months experience within conveyancing. This opportunity will allow you to run a caseload from start to finish alongside a more senior fee earner. Due to the nature of the position, there is natural career progression within the department. Salary is dependent on experience. If you would like more information on this opportunity please send your CV to louise.abbeysearch.co.uk",Lincolnshire,Lincolnshire,,permanent,Search Consultancy,Legal Jobs,15k - 20k pa,17500,jobsite.co.uk
69688304,Recruitment Resourcer,"Silver Stone Search Selection is an established business providing innovative recruitment solutions primarily to the UK FMCG Industry. We have established relationships with a multitude of big branded and own label businesses including some of the best known names in the industry, success that has been achieved through our focus on quality, client delivery and our investment in people. The role will enable you to develop a structured career in recruitment. Operating within a team orientated environment you will support a team of consultants working with Food Manufacturing and FMCG businesses. Working on defined projects you will have responsibility for sourcing candidates that match client requirements, verbally briefing candidates, advert writing, managing advert response and booking and confirming interviews. As your role develops you will become more involved with managing the full recruitment cycle including face to face interviewing and the personal development of both candidate and client relationships. What we expect from you:  A passion and desire to succeed, which is reflected by your strong work ethic.  Ability to demonstrate achievement  Results focused  Ability to build relationships  Excellent communication skills  You are seeking a commercial career within a fast moving dynamic sector  Graduate calibre  At least 1 years placement work experience would be an advantage What you receive from us:  A professional, quality focused recruitment business  Thorough induction training plus ongoing internal and external training  Opportunity to work for a brand leader  True career development  where you are rewarded and benefits increase as you develop  Excellent financial rewards  Clear Career plan  Working in a friendly environment If you are keen to commence your career in a growing and highly supportive business then in the 1st instance please send your CV to darren.mundayssssltd or alternatively ring  **** **** for an initial discussion.","Bicester,Banbury,Oxford,Brackley,Bicester",UK,,,Silver Stone Search and Selection Ltd,HR & Recruitment Jobs,20k+Bonus,20000,jobsite.co.uk
69688311,French Speaking Customer Support Advisor,"FRENCH SELECTION UK French Speaking Customer Support Advisor Sales Coordination, Call centre, Customer service, Fluent in French, Team Leader, Coaching, Training, Administration Salary: ****K to ****K pa  Benefits Location: Oxford At commutable distance from Abingdon, Maidenhead, Aylesbury, Banbury, ShipstononStour, Cheltenham, Swindon, Newbury, Reading, Milton Keynes, Ref: ****OX The Company: Our client is an International company Main Duties: To support the Customer Service Manager towards proactively responding to customers queries via email or phone The Role: Help managing the team towards acheiving KPI Report to Customer Service Manager Daily contacts with Customers, taking orders, enquiries solving any delivery issues or payments Responsible for customer s database Support on major Customer European Key Accounts Ensure that all complaints or queries are dealt with professionally in a timely manner Maintain an excellent service to keep customers/team happy Recommend new ideas to improve customer service process Translation general administration duties The Candidate: Fluent in English  French business level (Written spoken) Previous experience leading a phonebased customer service team is essential Strong Customer service experience  ideally **** to 3 years (Call centre environment) Excellent communication interpersonal skills Leadership / Team building skills Customer service focus, Team player, excel in building working relationships Organised, motivated, proactive dynamic Computer literate (excel / outlook.) Salary: ****K to ****K pa  Benefits (Private Healthcare, 25 days holiday, Life Insurance Child care voucher scheme and more ) French Selection UK  The leading recruitment consultancy specialising in the placement of French, German, Spanish, Italian and Russian speaking professionals and executives throughout the United Kingdom.",Oxford,Oxford,,permanent,French Selection UK Limited,Customer Services Jobs,18K to 20K pa + Benefits,19000,jobsite.co.uk
69688312,New Business Development Executive,"Want to be the New Business Development Executive for a company that counts London 2012, CERN, the Guardian and Trinity Mirror amongst its clients? A company that`s been appointed social media partner to the Association of Colleges and the British Association for Adoption and Fostering? As the New Business Development Executive for a leading products and services digital media agency based in Brighton, you would be joining a team of people who are experts at what they do and who really care about their projects, clients and each other. They help organisations attract, connect and engage with their ``customers`` through innovative marketing and their own technology, be it online, social or mobile. Their bespoke Facebook apps and social media campaigns  powered by their own social marketing software, Big Top  mean they have grown year on year 240% since they started in **** They need to strengthen their team with a New Business Development Executive who d love to actively seek out new business and spread the word about these pioneering projects. They need you to share their knowledge, to understand what they do, how what they do makes such a difference to their clients and why they love doing it. As their B2B Sales / New BDE, you will:  Be on the phone (a lot) and make sure as many people as possible know about their great work  Play a key part in the growth of the company  your calls will create new business opportunities and contribute massively to their success  Help to build fantastic, longterm partnerships with new clients As their B2B Sales / New BDE, they`ll expect you to:  Be clever  a degree is preferable but they won`t turn you away if not  Be nice  people like them because they do great things, but also because they are nice (simple really)  Be organised  you`ll have a lot on your plate from a lot of clients so you ll need to be organised and know what is going on at all times  Be ambitious and driven  you must want to grow as fast as they have; what you do this year will be different from next  Tell no porky pies  they`ll expect you to be honest in everything you do and say to yourself, them and their clients  Be happy  they all love being a Native and they want you to come in every day and love what you do What`s in it for you? There`s a lot of laughter and support for every member of the team, and they`ll pledge to nurture your talent and skills. There`s an uncapped OTE of ****k along with full support and personal development plans, plus gadgets and other benefits after six months. They`d love to welcome a New Business professional to the team, so please get in touch today if you`d like to become a Native. In other words B2B Sales, B2B Sales Executive, Telesales Executive, Telesales, Business Development, Business Development Executive, BDE, New Business, Senior Account Manager The first stage of the application process is to apply online. Candidate Source Ltd is an Advertising Agency working on behalf of an Employment Agency. By applying for this position you are giving us permission to pass your CV and covering letter to a third party in relation to this specific vacancy. A full copy of our privacy policy can be viewed on our website.",Brighton,Brighton,,permanent,Candidate Source Ltd,Sales Jobs,Basic 18 - 20k; uncapped OTE,19000,jobsite.co.uk
69688314,Retail Assessor Thetford / Norwich Excellent Benefits,"We are currently supporting one of the UK s most reputable Training Providers. Due to growth we have immediate position for an experienced NVQ/QCF Assessor within Retail. You will receive a highly competitive salary, 22 days holidays and bank holidays. You will also qualify for the company pension scheme, and additional benefits including **** pence per mile which is paid from your home, laptop, mobile, printer and accessories. As a QCF/NVQ Assessor you will be supporting learners who are undertaking a NVQ level 3 in Retail Operations and also Customer Service Level 2. As an Assessor you will also supporting apprenticeships through the full apprenticeships including Key Skills and Technical Certificates Within this role as a QCF/NVQ Assessor you will also be supporting learners with information and guidance, enrolment of learners and working to specific quality and completion targets. The learners will be working for a large national retailer. A background in Supermarket Retail or Fashion would be highly desirable however we will strongly consider any candidates with recent retail experience, supported with the Assessor Qualification. Skills, Experience and Qualifications Required for the Retail Assessor  Assessor Qualified, A**** TAQA or D**** D****  PTLLS would be desirable  Experienced of assessing modern apprenticeship through the Retail Apprenticeship Framework  Experience of delivering/assessing Key/Functional Skills and Technical Certificates  Up to date Retail based experience, ideally within a fast paced working environment  Own Transport The positions are available immediately. For further information please contact Simon Atkins on **** ****  Pertemps is an Equal Opportunities Employer  Pertemps is an Equal Opportunities Employer","Thetford,Norfolk,THETFORD,NORWICH,BURY ST EDMUNDS,IPSWICH",UK,,permanent,Jobs@Pertemps ,Teaching Jobs,20k to 20k per year GBP,20000,jobsite.co.uk
69688316,Resourcer,"This is an excellent opportunity to work for a well established IT company as a Resourcer. You will be resourcing high calibre candidates for a team of Recruitment Consultants who place IT contractors into work placements. The role requires the successful candidate to:  Be proactive and respond quickly to new job requests  Produce job descriptions, person specifications and write adverts to attract candidates.  Set up competent accurate searches which generate an appropriate number of suitable candidates to enable us to hit target on requirements  Build and maintain positive relationships with candidates by establishing a rapport quickly  Hit KPI targets on a weekly/monthly basis  To maintain database of candidates by updating CVs, contacts, availability and ensuring all other details are correct  Responsible for contract generation and quality control The ideal applicant must:  Have a desire to secure a future in the Recruitment industry  Be enthusiastic about recruitment with a competitive streak and ambition / drive to be the best  Ability to work in a fast moving environment, able to multi task and constantly reprioritise  Possess a professional telephone manner and able to use all forms of communications appropriately to maximise business potential, including efficient and effective use of Social Media  Be results orientated and strongly motivated by commission, achievement and recognition  Possess a high customer focus and activity based attitude  Be competent at problem solving, decision making and using initiative  Be a team player provide the flexibility required to work in a growing company.  Have strong planning and organizing skills To apply please forward your CV by email do not apply for this role unless you are able to satisfy ALL the requirements set out above",Brighton,Brighton,,permanent,Focus Select,HR & Recruitment Jobs,18k - 20k pa,19000,jobsite.co.uk
69688317,Junior Support Technician,"Junior Support Technician 1st 2nd Line Systems Support / Linux / MySQL / PHP / Helpdesk / Hardware Searchability are delighted to be partnered with this eCommerce giant based in West Yorkshire. They are currently looking for a Junior Support Technician ideally with some skills supporting at 1st 2nd line level in a helpdesk environment with skills such as Windows, Linux, MySQL, PHP and Hardware support. Supporting internal users across the massive and ever expanding organisation. Key skills required in a support or helpdesk environment with Windows, Linux, MySQL , PHP and hardware support. Salary: Up to ****k The Company Our clients, a massive eCommerce giant with in the online retail market are currently expanding following huge market success. With ambitious plans for future growth, this is an exciting time for all new and current employees. The latest position for a Junior Support Technician with to join the current support team and develop through out their career working for an interesting, dynamic and highly reputable company. Currently looking for a junior Support Technician with some experience supporting at 1st 2nd Line Level with skills using Windows. Linux, MySQL, PHP and Hardware. The Role This is a junior position for a Support Technician with a passion for IT and customer service. You will ideally have skills in 1st 2nd Line Support, Windows, Linux, My SQL, and PHP in a helpdesk environment. Supporting internal users providing excellent and knowledgeable customer service. The Skills  1st 2nd Line Support  Helpdesk Experience  Windows  Linux  Hardware  MySQL  PHP Contact Please call Toni Whitmarsh on **** **** **** or **** **** for further information regarding the company, culture and role. Please apply now to register your interest in this vacancy. Also feel free to take a look at URL removed which is our new online candidate portal to help assist with your job search and online presence. Feel free to add me to your professional network on Linkedin URL removed or follow us on twitter SearchabilityUK for the latest recruitment news or we_Recruit for the latest Technical Roles across all agencies direct employers. Key Skills: Junior Support Technician 1st 2nd Line Systems Support / Linux / MySQL / PHP / Helpdesk / Hardware Support",Shipley,Shipley,,permanent,Searchability  Ltd,IT Jobs,15k - 20k pa,17500,jobsite.co.uk
69688318,Quantitative Researcher,"ABA Market Research Limited, Quantitative Researcher, ****k, plus overtime performance bonus generous benefits, Leeds, West Yorkshire. Award winning, high profile client base, growing rapidly with superb career opportunities development. Would you enjoy the excitement of working for an award winning Market Research Agency who can offer you the opportunity to further your career? We ve just been voted best agency by the Market Research Society Agency and are looking for a talented Quantitative Researcher who has consumer retail marketing experience to play a key role client side within a high profile UK retailer. ABA Market Research Limited is one of the fastestgrowing agencies in Britain. We work with the UK s biggest retailers As part of our commitment to building close partnerships with our clients we are looking for a Quantitative Researcher to spend a significant part of their working week within a client team based in Leeds, West Yorkshire. Your key role focus is a Customer Satisfaction programme  a client priority and a project we are looking to evolve significantly over the next two years. If you can prove you have what it takes to deliver on important projects for our retail client then we would love to hear from you The Quant Researcher role provides the opportunity to learn new skills, take on significant responsibility and create reports that literally hundreds will be eager to take actions on the back of. As a key member of the ABA team you ll be supported by colleagues with many years experience in research and in advising this client. On the days when you are not at the client Head Office you will be based at our St Albans office, but there will also be some flexibility for you to work remotely from home. Previous retail marketing research experience is a bonus but this role is more about being in tune with current trends, having a passion for retail, rigorously rational thinking and a desire to excel. The role of Quantitative Researcher will provide candidates with a real chance to carve out a role for yourself and, seeing both a topclass client and agency at work, ensure your skills are fasttracked. Please click apply if you think you have the following attributes to be the next Quantitative Researcher  A genuine interest in what makes people tick and why they shop the way they do  A ****:**** or above in a degree with some numerical content  Confidence with data  being able to:  Look at numbers, identify trends and recommend actions the business should take in response  Analyse and report with flair and accuracy  Confidence with technology  always trying to use it to do things better/quicker  An understanding that success doesn t come without commitment and hard work  An aptitude for multitasking and prioritising  keeping a calm head in a fastpaced environment  Always looking for ways to continually improve outputs and find solutions that make most difference to the retailer  Selfassurance and the ability to quickly form effective relationships within a smallteam context Working for ABA Research as a Quantitative Researcher we can offer you a competitive salary of ****k plus bonus and generous benefits. At ABA Research we re committed to your future that s why we offer you the opportunity to develop a personal tailored training plan and a buddy and mentoring scheme making you feel welcome You may well be currently working as a Quantitative Researcher, Marketing Executive, Market Researcher, Consumer Researcher, CRM Executive, Consumer Research Executive, Retail Researcher, Digital Account Executive, Digital Marketing Executive, Quantitative Research Executive, Research Associate, Research Analyst, Marketing Graduate, Research Graduate, Product Executive, Retail Analyst, data management, data processing The role will be based predominantly on site at our clients Head Office in Leeds, West Yorkshire, commutable from Bradford, Halifax, Otley, Harrogate, Wakefield, Shipley, Batley and Selby, Manchester.","Leeds,West Yorkshire",UK,,permanent,ABA Market Research Limited,"PR, Advertising & Marketing Jobs",18k - 20k per year + Bonus Bens,19000,jobsite.co.uk
69688320,Parts Supervisor,"Parts Supervisor  ****K  Toddington An excellent career opportunity for a Parts Supervisor with experience in Capital Equipment and bespoke equipment parts. The Parts Supervisor will lead, and coordinate the sales of aftermarket parts for our clients.  Supporting customers with the parts needs.  Proactively contacting customers  Offering solutions and upgrades to customers  Technical support to customers  Ensuring all KPI s, sales and budgets are all delivered on time  Building rapport with suppliers to gain best price and quality of products.  Experience on parts for capital equipment would be an advantageouther To apply for this role, please forward your CV gary.rogersrhrecruiting.com quoting reference number RLQ****","Toddington,Bedfordshire,Luton,Milton Keynes,Aylesbury",UK,,permanent,RH Recruiting Ltd,Customer Services Jobs,"20,000",20000,jobsite.co.uk
69688321,Trainee Recruitment Consultant,"A number of positions are availble for Trainee/Graduate Recruitment Consultants. Suitable for recent graduates or candiates with b2b or b2c sales experience. ****k basic salary plus UNCAPPED COMMISSION. OTE Year ****k****k, OTE Year ****k****k. Excellent training scheme. Fantastic incentives such as all expenses paid trips abroad. The Company Our client is a specialist financial recruitment agency with expertise in internal audit jobs, IT audit jobs, careers in risk, accounting and banking jobs. They specialise in the placement of permanent, contract, temporary and interim positions. The Role You will have the opportunity to grow your own desk, through a combination of training and guidance and your own entrepreneurial flair .In addition to your day job, if you show the attributes for leadership, and are capable of growing a successful team, the company is in a position to reward you with equity in the business itself. You must be comfortable cold calling and building relationships with clients. The Candidate You will be a recent graduate or have proven b2b or b2c sales experience. You will be expected to demonstrate extra cirricular achievements in your life. You must be driven and money motivated. You should have an understanding of the recruitment industry.",London,London,,permanent,SW6 Associates Limited,HR & Recruitment Jobs,20k basic + COMM,20000,jobsite.co.uk
69688322,Senior Administrator,"Senior Administrator WestonsuperMare Full Time Salary: Circa ****K  benefits Broadway Lodge, a registered charity and leading treatment provider of addiction, is looking to recruit a proactive and organised individual with leadership abilities to oversee the day to day operation of the Administration Team. Strong IT and communication skills are essential along with experience of producing documents to a professional standard and experience of developing, implementing and revising processes. Broadway Lodge is an Equal Opportunities Employer and welcomes applications from all sections of the community. For an application form full job description call **** **** or email mailboxbroadwaylodge.org.uk Closing date: Friday 8th February 2013",Bristol,Bristol,,permanent,Broadway Lodge Ltd,Healthcare & Nursing Jobs,"20,000",20000,jobsite.co.uk
69688326,Assistant Manager,"Assistant Manager Business: Old Stables Location: Fontwell, Arundel West Sussex Brand: Vintage Inns Salary: ****  **** Live In: No Closing Date: 13 February 2013 Assistant Manager ******** Working at Vintage Inns If you value individuality and charm as much as we do, working in a traditional country pub is going to suit you down to the ground. With Assistant Manager vacancies across our cosy rural pubs and restaurants, you can find the perfect environment to make the most of your talents. Country dining with a modern twist Join our team and you ll be part of the warm, relaxed atmosphere you d expect from a country inn with a contemporary flavour, while learning your trade in one of the most stimulating and rewarding environments in the business. What s more every day at work will be in a perfect country retreat URL removed Welcome to Vintage Inns Old Stables The Old Stables is a gorgeous thatched roof pub/restaurant neighbouring Fontwell race course. The Old Stables delivers an excellent standard of hospitality and food quality to our guests. This is achieved by a passionate, high energy team who never miss an opportunity to have a laugh at work. We are looking for a great personality to join and assist leading this brilliant team. As the Assistant Manager of a Vintage Inn you ll be working in one of Britain s finest country pubs. This is a place in the heart of the countryside with cosy interiors retaining wonderful original features, simply dripping with individuality and style. People travel here from miles around for the superb seasonal food and fantastic service, so there ll be no standing still for you and your team What you ll do in this role Your role is to deliver the country pub dream to our guests  from the roaring fires in the winter, to the stunning gardens in the summer. It s the little touches that make all the difference  flowers on the bar, tea lights on the tables, interesting displays and stylish merchandising. You ll be attracted by the adrenaline rush of managing a busy pub and leading a team of talented individuals.  As Assistant Manager, you ll be ensuring that standards of food and service are consistently excellent  You ll be responsible for training and inspiring a large team  First and last impressions count and it ll be your job to ensure that guests leave with the right one  You ll be taking your first step on a management career ladder that s limited only by your ambition  You ll be joining our awardwinning Assistant Manager Programme What will make you perfect for the job?  Ideally a minimum of 1 years previous experience in a similar role in a full service, partial fresh food business  Being able to recruit, develop and retain a large team of talented individuals  Having the passion and knowledge to talk confidently about fresh food, premium wines and cask ales  Being able to intuitively deliver those little touches without needing a brand manual  Growing the business by using your initiative and ideas to drive local trade, for example, jazz nights, tasting parties or supporting local charities  Keen to work on the bar and floor and in the kitchen  being hands on and leading from the front  The ambition to be a great manager of the future Please be aware that this position will require you to hold a full driving licence and you must have continued and unlimited access to a vehicle. What we offer  Contributory pension scheme  Assistant Manager Bonus Scheme  Earn up to **** per annum  Private healthcare  Structured training programme  25 days holiday Apply for this Assistant Manager position now if you fancy a rewarding and challenging career where you can really go places.","Fontwell,Arundel West Sussex",UK,,permanent,Vintage Inns,Travel Jobs,"18,000 - 20,000",19000,jobsite.co.uk
69688329,Bookkeeper,"The Opportunity A leading SME business based in East Leicestershire is seeking to appoint a Bookkeeper to their team. This is a great opportunity to join a vibrant, forward thinking, creative business. The Role You will be responsible for ensuring timely financial records are up to date and accurate. Approx **** to 30 hours per week, you will control the accounts payable and receivable functions, processing and raising invoices, reconciling ledgers, chasing overdue debt and processing VAT Returns. The Candidate We are looking for an experienced Bookkeeper who demonstrates all of the above and has previous experience of Sage. You should be of an outgoing personality, a team player with good communication skills. The Benefits Salary guide is c****k to ****k plus holiday, free parking. Please apply for further information",Leicestershire,Leicestershire,part_time,,Flowers Associates Limited,Accounting & Finance Jobs,18k - 20k,19000,jobsite.co.uk
